path	size_bytes	size_mib	class	evidence_hint
exports/validation/mvos_option1_next_repair_wave/agent910_copied_temp_contract_proof/backups/agent910_contract_proof_copy_before_agent8_c3_policy_materialization_20260518_214636.db	258478080	246.5	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_option1_next_repair_wave/agent910_copied_temp_contract_proof/materializers/ads_campaign_product_daily_apply/backups/app_2026-05-18_214633.db	256843776	244.9	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/mvos_option1_next_repair_wave/agent910_copied_temp_contract_proof/backups/agent910_contract_proof_copy_before_copied_temp_source_freshness_bridge_20260518_214633.db	256831488	244.9	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_option1_next_repair_wave/agent910_copied_temp_contract_proof/backups/agent910_contract_proof_copy_before_agent8_c3_policy_materialization_20260518_214623.db	256802816	244.9	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent886_successor_copied_temp_board_proof/backups/agent886_current_boundary_copy_before_agent8_c3_policy_materialization_20260518_095340.db	256483328	244.6	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent886_successor_copied_temp_board_proof/backups/agent886_current_boundary_copy_before_copied_temp_source_freshness_bridge_20260518_095340.db	256483328	244.6	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent886_successor_copied_temp_board_proof/backups/agent886_current_boundary_copy_before_agent8_c3_policy_materialization_20260518_095025.db	256458752	244.6	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent886_successor_copied_temp_board_proof/backups/agent886_current_boundary_copy_before_copied_temp_source_freshness_bridge_20260518_095024.db	256454656	244.6	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_agent846_yellow_repair_wave/20260517_143308/agent859_synthesis_copied_temp_rerun/backups/agent859_copied_temp_mvos_20260517_before_agent8_c3_policy_materialization_20260517_150552.db	256425984	244.5	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_owner_qa_repair_wave/20260517_2223/agent880_synthesis_copied_temp_board_proof/backups/agent880_current_boundary_copy_before_agent8_c3_policy_materialization_20260517_225930.db	256409600	244.5	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_retained_blocker_repair_wave/20260518/agent886_successor_copied_temp_board_proof/backups/agent886_current_boundary_copy_before_agent8_c3_policy_materialization_20260518_094830.db	256409600	244.5	CANDIDATE_COPIED_DB_BACKUP	nearby_evidence
exports/validation/mvos_owner_clarification_repair_wave/20260518_135603/ads_materializer_owner_confirmed_9_apply_copy/backups/app_2026-05-18_135729.db	256393216	244.5	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
exports/validation/mvos_owner_clarification_repair_wave/20260518_135603/c3_bridge_accepted_packets_only/backups/owner_clarification_clean_boundary_copy_before_copied_temp_source_freshness_bridge_20260518_140240.db	256389120	244.5	CANDIDATE_COPIED_DB_BACKUP	no_nearby_sha_or_matrix_seen
